順位,タイトル,巻数,発売日
703,まりも兄弟の茶飯事 10 (10) (少年チャンピオンコミックス),10,2026-08-06
798,ヤンキーJKクズハナちゃん 32 (32) (少年チャンピオンコミックス),32,2026-08-06
799,聖女のはずが、どうやら乗っ取られました 13巻 (デジタル版ガンガンコミックスＵＰ！),13,2026-08-06
986,今夜もシリアルキラーと待ち合わせ（５） (アフタヌーンコミックス),5,2026-08-06
1034,転生魔導王は、底辺職の黒魔術士が、実は最強職だと知っている 6巻 (デジタル版ガンガンコミックスＵＰ！),6,2026-08-06
1062,杉雪カコと見たい明日　4 (少年チャンピオン・コミックス),4,2026-08-06
1095,魔王の娘たちとまぐわえば強くなれるって本当ですか？【特典ペーパー付き】 (8) (バンブーコミックス 異世界BC),8,2026-08-06
1143,タイカの理性 7 (7) (少年チャンピオンコミックス),7,2026-08-06
1162,ガラス工房の錬金術師（３） (アフタヌーンコミックス),3,2026-08-06
1211,童貞勇者のハーレム魔王討伐記 (4) (バンブーコミックス 異世界BC),4,2026-08-06
1219,ヤン先輩はひとりで生きていけない 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
1371,アオバノバスケ（１２） (マガジンポケットコミックス),12,2026-08-06
1374,小林さんちのメイドラゴン　カンナの日常 ： 16 (アクションコミックス),16,2026-08-06
1438,漆黒使いの最強勇者　仲間全員に裏切られたので最強の魔物と組みます 17巻 (デジタル版ガンガンコミックスＵＰ！),17,2026-08-06
1450,万年Fランク【通訳】スキル持ち底辺冒険者、異種族の最強美少女たちとパーティーを組んで才能に開花し無双する 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
1626,最強タンクの迷宮攻略　～体力9999のレアスキル持ちタンク、勇者パーティーを追放される～ 15巻 (デジタル版ガンガンコミックスＵＰ！),15,2026-08-06
1660,ウシミツガオ　3 (少年チャンピオン・コミックス),3,2026-08-06
1866,ローワライ(2) (ヤングマガジンKC),2,2026-08-06
1873,バケモン。 第四集,,2026-08-06
1875,うちこもり妻はコスプレ配信者　２巻 (まんがタイムコミックス),2,2026-08-06
1883,小林さんちのメイドラゴン　ルコアは僕の××です。 ： 10 (アクションコミックス),10,2026-08-06
2261,閻魔の教室 6 (6) (少年チャンピオンコミックス),6,2026-08-06
2277,ナインピークス NINE PEAKS 20 (20) (少年チャンピオンコミックス),20,2026-08-06
2534,異世界復讐～俺をいじめた奴らを最強スキルで支配する～ 1巻 (デジタル版ガンガンコミックスＵＰ！),1,2026-08-06
2547,ガールズ×ヴァンパイア【描き下ろし付き電子特別版】　1 (少年チャンピオン・コミックス),1,2026-08-06
2551,聖女の姉ですが、妹のための特殊魔石や特殊薬草の採取をやめたら、隣国の魔術師様の元で幸せになりました！（コミック） 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
2569,悪役貴族が開き直って破滅フラグを“実力”で叩き折っていたら、いつの間にかヒロイン達から英雄視されるようになった件（コミック） 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-08-06
2862,ミイラの飼い方 ： 23 【電子コミック限定特典付き】 (アクションコミックス),,2026-08-06
2942,チキン 「ドロップ」前夜の物語 48 (48) (少年チャンピオンコミックス),48,2026-08-06
3131,ドラゴンと山暮らし 休日は異世界でキャンプライフ 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-08-06
3213,聖闘士星矢 Final Edition 15 (15) (少年チャンピオンコミックス),15,2026-08-06
3349,WORST外伝 グリコ 39 (39) (少年チャンピオンコミックス),39,2026-08-06
3448,世界最強のデバフ請負人　～仲間のデバフを肩代わりしていたら、いつの間にか無敵の肉体が完成していました～ 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
3750,ガブ　6 (少年チャンピオン・コミックス),6,2026-08-06
3907,ひめごとかくしごと(1) (ヤングマガジンKC),1,2026-08-06
4048,お葉花を愛でる　4 (少年チャンピオン・コミックス),4,2026-08-06
4195,夫婦で営むモンスターファーム ～目指せ、まったりスローライフ～ (3) (バンブーコミックス 異世界BC),3,2026-08-06
4434,オタク女友達と毎日だらだら遊んだりセックスしたりするだけ: 真激COMICS,,2026-08-06
4786,魔剣の花嫁 (1) (バンブーコミックス 異世界BC),1,2026-08-06
5237,ゆーあーすらっがー(1) (ヤングマガジンKC),1,2026-08-06
5365,到達のアクタ（５） (ヤングマガジンコミックス),5,2026-08-06
6731,火喰鳥 羽州ぼろ鳶組 6 (6) (少年チャンピオンコミックス),6,2026-08-06
7277,信長の嫁、はじめました ポンコツ魔女の戦国内政伝 (1) (バンブーコミックス 異世界BC),1,2026-08-06
7908,「人生見える化表」で、時間のムダがなくなりました (すくパラセレクション),,2026-08-06
7955,推しから溺愛される義妹に転生しました 1巻 (デジタル版ガンガンコミックスＵＰ！),1,2026-08-06
8648,幼馴染に陰で都合の良い男呼ばわりされた俺は、好意をリセットして普通に青春を送りたい 1巻 (デジタル版ガンガンコミックスＵＰ！),1,2026-08-06
8733,カンピオーニ　3 (少年チャンピオン・コミックス),3,2026-08-06
9044,隣の部屋の女騎士は、異世界人で飲み友達(1) (アクションコミックス),1,2026-08-06
9125,ファーストコール~童貞外科医、年下ヤクザの嫁にされそうです!~ (5) (エクレアコミック),5,2026-08-06
10776,ニセアイホンアイ　２巻 (まんがタイムコミックス),2,2026-08-06
10920,エルフに育てられて人類唯一の精霊術師になりました~世間知らずの最強冒険者、無自覚なまま人間社会で無双する~(1) (ガンガンコミックスUP!),1,2026-08-06
11402,『触れられると死ぬ』と言われた私、王子に触れたら最強の大聖女になりました。ところで殿下の愛が重い 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-08-06
11782,騎士に憧れた最強の剣士、騎士家系の落ちこぼれ令嬢に転生する。(2) (ガンガンコミックスUP!),2,2026-08-06
12980,ラットコレクティブ(1) (ヤングマガジンKC),1,2026-08-06
13454,燃費が悪い聖女ですが、公爵様に拾われて幸せです！（ごはん的に♪）（コミック） 1巻 (デジタル版ガンガンコミックスＵＰ！),1,2026-08-06
13792,私の怪談師はポンコツ可愛い　怪談収集はデートに含まれますか？ 1巻 (デジタル版ガンガンコミックスＵＰ！),1,2026-08-06
13965,俺のじゅりに、ふれないで (KiR comics),,2026-08-06
14505,戦士に愛を ： 62 (アクションコミックス),62,2026-08-06
14773,田舎ではじめる休活スローライフ ~ちょっと仕事辞めて実家に帰るわ~ 1 (1) (少年チャンピオンコミックス),1,2026-08-06
15006,魔法女学園の売店ではたらく俺は、異世界から召喚された『ハーレム先生』です。 (2) (バンブーコミックス 異世界BC),2,2026-08-06
15260,異世界ロイヤルロワイアル　～１８人の花嫁候補～（３） (アフタヌーンコミックス),3,2026-08-06
18262,メルヘン・ガール・ランズ!!! 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
20547,リレイ様の門番～さえないおじさん(36才)と姫様(11才)の世界防衛譚～ 1巻 (デジタル版ガンガンコミックスＵＰ！),1,2026-08-06
20684,異世界ぼっちクエスト 隠密スキルで無双もハーレムも思うまま！...なはず (3) (バンブーコミックス 異世界BC),3,2026-08-06
21312,大好きな人なのにセフレ契約結んじゃいました…４ (ウォー！コミックス),,2026-08-06
21635,後宮のお問い合わせ窓口 ~元社畜の私が皇帝の相談相手になりました!?~(1) (ガンガンコミックスUP!),1,2026-08-06
22180,変わり者の底辺貴族、お人好しが高じてただ一人の宝石獣使いになる～宝石に意思を宿す才能に目覚めた僕は、友達と一緒に七つの秘宝を探す旅に出ます～ 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
24797,唯一無二の精霊鍛冶師が最強の武具を創るまで～ドワーフの鍛冶とエルフの魔法を極めた最強ハーフエルフは、無自覚なまま無双する～ 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
26120,果ての王宮(1) (アクションコミックス),1,2026-08-06
27813,僕だけが知ってるんだぜ　分冊版（２０） (アフタヌーンコミックス),20,2026-08-06
28236,あと365日の晩餐　4 (チャンピオンREDコミックス),4,2026-08-06
31001,スタートオーバー ： 1 (アクションコミックス),1,2026-08-06
32700,自称・保護者の騎士様が後方腕組み彼氏面で私(聖女)のお見合いを邪魔してきます!1 (オパールCOMICS kiss),,2026-08-06
63188,婚約者から「平民を愛人にしたい」と言われた私－お飾りの妻は嫌なので「真実の愛」と共に破滅させます－【分冊版】（17） (マンガBANGコミックス),17,2026-08-06
74022,へなちょこお嬢さん世話焼きオネェさん　２ (まんがタイムコミックス),2,2026-08-06
85420,島さん 分冊版 ： 64 (アクションコミックス),64,2026-08-06
106088,双子の妹に殺された姉、二度目の人生は初恋のイケおじ王弟にフルベットします！ 連載版：4 (ブシロードコミックス),,2026-08-06
—,ゲーム中盤で死ぬ悪役貴族に転生したので、外れスキル【テイム】を駆使して最強を目指してみた（７） (ヤンマガＷｅｂ),7,2026-08-06
—,ぴゅあ０．０１ｍｍ（７） (ヤンマガＷｅｂ),7,2026-08-06
