順位,タイトル,巻数,発売日
369,玉川さん 出てました？ 4巻 (デジタル版ヤングガンガンコミックス),4,2026-06-25
453,モブ高生の俺でも冒険者になればリア充になれますか？（ノヴァコミックス）８,,2026-06-25
1070,ハニーレモンソーダ Another Stories (りぼんマスコットコミックス),,2026-06-25
1695,追放勇者の優雅な生活～自由になったら俺だけの最愛天使も手に入った！～ 5巻 (デジタル版ヤングガンガンコミックス),5,2026-06-25
1956,不可抗力のI LOVE YOU 9 (マーガレットコミックスDIGITAL),9,2026-06-25
2383,うちの弟どもがすみません 15 (マーガレットコミックス),15,2026-06-25
2541,冷たくて 柔らか 7 (マーガレットコミックスDIGITAL),7,2026-06-25
3285,Re:blue 10 (マーガレットコミックス),10,2026-06-25
3673,スノードロップ~あなたの死を望みます~(1) (ヤングガンガンコミックス),1,2026-06-25
5302,学園潜水艦隊マーメイドガールズ 4巻 (デジタル版ビッグガンガンコミックス),4,2026-06-25
5320,彼女はNOの翼を持っている ： 3 (アクションコミックス),3,2026-06-25
5551,隣の元カレくん 6 (マーガレットコミックス),6,2026-06-25
5777,8bitゲーム ドラえもん＆完全攻略ブック　40周年BOX ([バラエティ]),,2026-06-25
5985,「幼馴染みがほしい」と呟いたらよく一緒に遊ぶ女友達の様子が変になったんだが２【電子版限定特典付き】 (ノヴァコミックス),,2026-06-25
6011,ビッグコミック 2026年13号（2026年6月25日発売） [雑誌],,2026-06-25
6685,今日きみの手をとってあの空の下 5 (オフィスユーコミックス),5,2026-06-25
6769,ブラックリストの食えない男 2 (オフィスユーコミックス),2,2026-06-25
7918,翠花は少子化担当 5巻 (デジタル版ヤングガンガンコミックス),5,2026-06-25
8188,マリリンは、いなくなった 9 (マーガレットコミックス),9,2026-06-25
9048,聖なる皇帝がとんだ隠れ絶倫だった件【第５話】 聖なる皇帝がとんだ隠れ絶倫だった件【単話】 (ピュールコミックス),,2026-06-25
11070,オーガクラフト 2巻 (デジタル版ヤングガンガンコミックス),2,2026-06-25
13824,追放勇者の優雅な生活~自由になったら俺だけの最愛天使も手に入った!~(5) (ヤングガンガンコミックス).,5,2026-06-25
13855,世界で一番しあわせ！ 1 (マーガレットコミックスDIGITAL),1,2026-06-25
14731,泥の国 ： 4 (アクションコミックス),4,2026-06-25
14746,憧れの公爵様に嫁いだら、執着Hが止まりません！アンソロジー (ベビードールCOMICS),,2026-06-25
15500,総特集 小林まこと　ー笑う闘魂！ー　(文藝別冊) (KAWADEムック),,2026-06-25
18217,わたしのお嫁くん　プチキス（４６） (Ｋｉｓｓコミックス),46,2026-06-25
