タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
Lv2からチートだった元勇者候補のまったり異世界ライフ 15 (ガルドコミックス),15,2026-09-20,251,79,+172,68.5
煽り系ゲーム配信者（20歳）、配信の切り忘れによりいい人バレする。 3 (ガルドコミックス),3,2026-09-20,2151,423,+1728,80.3
骨姫ロザリー 4　～死者の最期を追体験し、力を引き継ぐ～ (ガルドコミックス),4,2026-09-20,2897,831,+2066,71.3
婚約者から「平民を愛人にしたい」と言われた私－お飾りの妻は嫌なので「真実の愛」と共に破滅させます－ （4） (マンガBANGコミックス),4,2026-09-20,3628,2697,+931,25.7
（毒殺された）世界無双の毒魔法使い （12） (マンガBANGコミックス),12,2026-09-20,4355,3196,+1159,26.6
遅咲き冒険者 （6） (マンガBANGコミックス),6,2026-09-20,9756,5691,+4065,41.7
魔法は異世界に置いてきました。 ～天才魔導士だった妹のよわくてニューゲーム～ 2 (ガルドコミックス),2,2026-09-20,14425,10438,+3987,27.6
10年越しの復讐 （5） (マンガBANGコミックス),5,2026-09-20,13519,11470,+2049,15.2
３か月なら、大丈夫だと思ってた。～留学した僕の留守中に、一途な彼女が汚されるまで～合冊版 5 (コミックダイス),5,2026-09-20,21953,12126,+9827,44.8
名もなき魔物と二人の騎士～そして婚約者は困惑する～【マイクロ】（１１） (異世界フラワーコミックス),11,2026-09-20,22608,14191,+8417,37.2
実家を二度追放された俺、弱小国に拾われて無双の英雄となる。【スキル鑑定・極】が発現して、騎士や魔法使いたちの能力を片っ端から底上げしてたら、いつのまにか世界最強国家になっていたようです。 （1） (マンガBANGコミックス),1,2026-09-20,39683,19140,+20543,51.8
懐妊初夜～一途な社長は求愛の手を緩めない～【マイクロ】（３０） (フラワーコミックス),30,2026-09-20,28682,19346,+9336,32.6
虎王の花嫁さん【マイクロ】（４３） (フラワーコミックス),43,2026-09-20,55240,21263,+33977,61.5
ここに復縁フラグが立っています（１） (Ｋｉｓｓコミックス),1,2026-09-20,37112,25963,+11149,30
贋作のマリア（２） (BE・LOVEコミックス),2,2026-09-20,67321,40066,+27255,40.5
透明な鱗の人魚の味は（2） (マンガBANGコミックス),2,2026-09-20,54394,50686,+3708,6.8
婚活ブラックコンシェルジュ 束 愛子～それでも結婚したいですか？～(29) (コミックなにとぞ),29,2026-09-20,157093,88096,+68997,43.9
好きっていえなくて死ぬ！【マイクロ】（２０） (フラワーコミックス),20,2026-09-20,93817,103364,-9547,-10.2
サムシングフォーブルー～わたしのしあわせは結婚？～(24) (コミックなにとぞ),24,2026-09-20,151277,161870,-10593,-7
ある日突然、夫が愛人を連れてくるものですから… 14 (インカローズコミックス),14,2026-09-20,173639,182497,-8858,-5.1
