順位,タイトル,巻数,発売日
50,町人Aは悪役令嬢をどうしても救いたい～どぶと空と氷の姫君～　10【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07
122,乙女ゲー世界はモブに厳しい世界です【共和国編】 02 (ドラゴンコミックスエイジ),2,2026-08-07
124,魔女と傭兵（９） (マガジンポケットコミックス),9,2026-08-07
126,信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル９９９９の仲間達を手に入れて元パーティーメンバーと世界に復讐＆『ざまぁ！』します！（２３） (マガジンポケットコミックス),23,2026-08-07
133,転生したら第七王子だったので、気ままに魔術を極めます（２４） (マガジンポケットコミックス),24,2026-08-07
138,よくわからないけれど異世界に転生していたようです(32) (シリウスKC),32,2026-08-07
144,時間停止勇者(22) (シリウスKC),22,2026-08-07
146,ふかふかダンジョン攻略記～俺の異世界転生冒険譚～【白版】 20巻 (ブレイドコミックス),20,2026-08-07
149,転生したらスライムだった件 クレイマンREVENGE(9) (シリウスKC),9,2026-08-07
166,魔法少女リリカルなのはＥＸＣＥＥＤＳ（３） (水曜日のシリウスコミックス),3,2026-08-07
180,この素晴らしい世界に祝福を! 23 (ドラゴンコミックスエイジ),23,2026-08-07
203,山と食欲と私　21巻 (バンチコミックス),21,2026-08-07
212,独身貴族は異世界を謳歌する ~結婚しない男の優雅なおひとりさまライフ~(8) (シリウスKC),8,2026-08-07
217,生まれた直後に捨てられたけど、前世が大賢者だったので余裕で生きてます ～最強赤ちゃん大暴走～　16【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07
255,魔王城の料理番 ～コワモテ魔族ばかりだけど、ホワイトな職場です～　6巻 (バンチコミックス),6,2026-08-07
281,ゲーム オブ ファミリア-家族戦記- 17 (ドラゴンコミックスエイジ),17,2026-08-07
282,クマ撃ちの女　17巻【電子特典付き】 (バンチコミックス),17,2026-08-07
299,鹿楓堂よついろ日和 23 (バンチコミックス),23,2026-08-07
318,追放された転生王子、『自動製作』スキルで領地を爆速で開拓し最強の村を作ってしまう～最強クラフトスキルで始める、楽々領地開拓スローライフ～（８） (マガジンポケットコミックス),8,2026-08-07
319,Ｄｅｓｔｉｎｙ　Ｕｎｃｈａｉｎ　Ｏｎｌｉｎｅ　～吸血鬼少女となって、やがて『赤の魔王』と呼ばれるようになりました～（１３） (マガジンポケットコミックス),13,2026-08-07
329,ハナバス　苔石花江のバスケ論（７） (マガジンポケットコミックス),7,2026-08-07
346,絶対死なないステラ姫(6) (シリウスKC),6,2026-08-07
348,美人女上司滝沢さん 10 (ドラゴンコミックスエイジ),10,2026-08-07
354,追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。　～俺は武器だけじゃなく、あらゆるものに『強化ポイント』を付与できるし、俺の意思でいつでも効果を解除できるけど、残った人たち大丈夫？～（２１） (月刊少年マガジンコミックス),21,2026-08-07
364,ギルティサークル（２１） (マガジンポケットコミックス),21,2026-08-07
369,不純な彼女達は懺悔しない 5 (ドラゴンコミックスエイジ),5,2026-08-07
388,辺境の貧乏伯爵に嫁ぐことになったので領地改革に励みます～the letter from Boule～　5【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07
419,異世界ウォーキング（１４） (マガジンポケットコミックス),14,2026-08-07
433,ポンコツ魔王の田舎暮らし　6巻【電子特典付き】 (バンチコミックス),6,2026-08-07
510,ＦＡＩＲＹ　ＴＡＩＬ　１００　ＹＥＡＲＳ　ＱＵＥＳＴ（２４） (週刊少年マガジンコミックス),24,2026-08-07
511,人生逆転ダンジョン(4) (KCデラックス),4,2026-08-07
521,転生したら最愛の家族にもう一度出会えました　～あふれる愛をこの一皿にのせて～４【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07
525,Ａランクパーティを離脱した俺は、元教え子たちと迷宮深部を目指す。（１３） (マガジンポケットコミックス),13,2026-08-07
580,真綿の檻 (8) (フラワーコミックスα),8,2026-08-07
588,私、蜘蛛なモンスターをテイムしたので、スパイダーシルクで裁縫を頑張ります！ 3 (ドラゴンコミックスエイジ),3,2026-08-07
662,中華一番!極(22) (少年マガジンKC),22,2026-08-07
687,戦鬼と呼ばれた男、王家に暗殺されたら娘を拾い、一緒にスローライフをはじめる innocent days　7 (アース・スターコミックス),7,2026-08-07
706,スキル【万物支配】に目覚めたおっさんは、ダンジョンで生計を立てることにしました~無職から始める支配者無双~(3) (シリウスKC),3,2026-08-07
728,ハニートラップ・シェアハウス　９ (ドラゴンコミックスエイジ),9,2026-08-07
737,死体担ぎのネム　3巻【電子特典付き】 (バンチコミックス),3,2026-08-07
738,ブーツレグ（８） (シリウスコミックス),8,2026-08-07
770,戦地から帰ってきたタカシ君。普通に高校生活を送りたい（コミック）【電子版特典付】３ (PASH! コミックス),,2026-08-07
865,ジュミドロ（９） (マガジンポケットコミックス),9,2026-08-07
898,世界を救うために亜人と朝チュンできますか？　10 (ドラゴンコミックスエイジ),10,2026-08-07
955,その男、沼につき。 (6) (フラワーコミックスα),6,2026-08-07
969,転生したらスライムだった件 異聞 ~魔国暮らしのトリニティ~(14) (シリウスKC),14,2026-08-07
1022,脱落令嬢の結婚　２ (フィールコミックス),2,2026-08-07
1025,お局令嬢と朱夏の季節　～冷徹宰相様のお飾りの妻になったはずが、溺愛されています～　6【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07
1060,GANGSTA.　9巻【電子特典付き】 (バンチコミックス),9,2026-08-07
1202,俺のワクチンだけがゾンビ化した世界を救える　5巻 (バンチコミックス),5,2026-08-07
1227,ソードアート・オンライン マテリアル1 シュガーリィ・デイズ (電撃文庫),,2026-08-07
1296,異世界領地改革～土魔法で始める公共事業～ 9巻【特典イラスト付き】 (ゼノンコミックス),9,2026-08-07
1372,公爵令嬢は我が道を場当たり的に行く 5 (ブシロードコミックス),5,2026-08-07
1438,二周目チートの転生魔導士 ~最強が1000年後に転生したら、人生余裕すぎました~(8) (シリウスKC),8,2026-08-07
1541,異世界エルフ村のおまわりさん(1) (メテオCOMICS),1,2026-08-07
1584,田舎で恋は難しい!? 1 (ドラゴンコミックスエイジ),1,2026-08-07
1697,神無月紫子の優雅な暇潰し (18) (フラワーコミックスα),18,2026-08-07
1989,ニャイト・オブ・ザ・リビングキャット 8 (BLADEコミックス),8,2026-08-07
2015,異世界魔王と召喚少女の奴隷魔術(30) (シリウスKC),30,2026-08-07
2036,ポンコツ風紀委員とスカート丈が不適切なＪＫの話（２１） (シリウスコミックス),21,2026-08-07
2059,はなコミ! ~となりにアイドル~,,2026-08-07
2313,もう叱りたくないと思ったら読む本――子育て世代の新常識　マンガ〈叱る依存〉がとまらない,,2026-08-07
