タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
奏のララ（１０） (サイコミ×裏少年サンデーコミックス),10,2026-08-28,13364,10377,+2987,22.4
人気配信者たちのマネージャーになったら、全員元カノだった THE COMIC ２ (Ride Comics),2,2026-08-28,24568,10709,+13859,56.4
【分冊版】転生しまして、現在は侍女でございます。 第77話(アリアンローズコミックス),,2026-08-28,29777,10716,+19061,64
"調教師は魔物に囲まれて生きていきます。～勇者パーティーに置いていかれたけど、伝説の魔物と出会い最強になってた～ ９(グラストCOMICS, グラストコミックス)",9,2026-08-28,21671,11152,+10519,48.5
デリヘル、呼んでみた。#45不気味な触手に…！？ (フォーチュンコミックアダルト),,2026-08-28,16943,11451,+5492,32.4
でんぢゃらすじーさん めちゃかわいいじーさん編 (てんとう虫コミックス),,2026-08-28,23966,11553,+12413,51.8
魔法が使えないモブキャラに転生したけど、俺だけ使える【最強剣技】で成り上がる～推しの悪役令嬢の兄となった男は破滅フラグを叩き斬り、ゲーム世界で無双する～4巻 (グラストCOMICS),4,2026-08-28,30873,12327,+18546,60.1
モンスター烈伝 オレカバトル2 (3) (コロコロコミックス),3,2026-08-28,18966,12377,+6589,34.7
ホメちょろ無双～こじらせ最強女達をホメただけで最強PTに～（３） (サイコミ×裏少年サンデーコミックス),3,2026-08-28,40930,12781,+28149,68.8
死に戻りの伯爵夫人は自由に生きることにした ～もしかして夫に溺愛されてました？～ ２ (Ride Comics),2,2026-08-28,13206,13254,-48,-0.4
コミュ障なのでソロ僧侶を選んだら…やたらパーティーに誘われる件(4) (AnimageComics),4,2026-08-28,20397,13259,+7138,35
ダンジョン学園の底辺に転生したけど、なぜか俺には攻略本がある コミック版（分冊版） 【第32話】 (BKコミックス),,2026-08-28,23281,13354,+9927,42.6
Q.傲慢で非道な悪役貴族に、正義のヒーローに憧れる少年が転生したら？ 　A.口は悪いが人を救うダークヒーローが誕生する2巻 (グラストCOMICS),2,2026-08-28,31475,14707,+16768,53.3
どうも、噂の悪女でございます～聖女の力は差し上げるので、私はお暇頂戴します～　１(ベリーズファンタジーコミックス),1,2026-08-28,20797,14814,+5983,28.8
それでも書きたい有馬くん 2 (ヤングアニマルコミックス),2,2026-08-28,23292,15621,+7671,32.9
お金が大好きな平民の私は卑屈貴族と契約結婚して愛し愛されます コミック版 （分冊版） 【第33話】 (BKコミックスf),,2026-08-28,47956,15658,+32298,67.3
デュエル・マスターズ愛蔵版 (4) (コロコロコミックススペシャル),4,2026-08-28,24156,15956,+8200,33.9
センセイ、魔王を殺して（６） (サイコミ×裏少年サンデーコミックス),6,2026-08-28,54647,15992,+38655,70.7
婚約破棄は本望です！聖女の力が開花したので私は自由に暮らします～本物の聖女は義姉ではなく私でした～　３(ベリーズファンタジーコミックス),3,2026-08-28,24364,16020,+8344,34.2
かつては悪役令嬢でしたが今では立派なオジサンです(1) (KCx),1,2026-08-28,19797,16037,+3760,19
辺境騎士団のお料理係！～捨てられ幼女ですが、過保護な家族に拾われて美味しいごはんを作ります～　２(ベリーズファンタジーコミックス),2,2026-08-28,22400,16271,+6129,27.4
ごくまま～極道だったオレがママになった話～（５） (サイコミ×裏少年サンデーコミックス),5,2026-08-28,21255,16850,+4405,20.7
デュエル・マスターズRX (1) (コロコロコミックス),1,2026-08-28,26052,17084,+8968,34.4
婚約破棄してさしあげますわ ～ドロボウ令嬢とお幸せに～【単話版】第19話 (コミックブリーゼ),,2026-08-28,17301,17125,+176,1
しあわせ食堂の異世界ご飯　１１(ベリーズファンタジーコミックス),11,2026-08-28,19807,17243,+2564,12.9
凛と花朔く魔女の恋　3巻 (ZERO-SUMコミックス),3,2026-08-28,32270,18230,+14040,43.5
婚約破棄ですか？はい喜んで。だって僕は姉の代わりですから！ 1 (ライドコミックス),1,2026-08-28,56764,18717,+38047,67
聖獣に育てられた少年の異世界ゆるり放浪記～神様からもらったチート魔法で、仲間たちとスローライフを満喫中～4巻 (グラストCOMICS),4,2026-08-28,30841,19950,+10891,35.3
竜騎士のお気に入り　連載版: 70 (ZERO-SUMコミックス),70,2026-08-28,50084,21896,+28188,56.3
恐怖新聞オリジナル完全版 Vol.2 (アケボノコミックス),2,2026-08-28,26427,22489,+3938,14.9
死刑が確定した転生令嬢は、冷徹長官の妻になって三度目の人生を謳歌します！ コミック版（分冊版） 【第27話】 (BKコミックスf),,2026-08-28,71729,23042,+48687,67.9
偽りの王女は、竜人の国の宰相に溺愛される　2巻 (ZERO-SUMコミックス),2,2026-08-28,21251,23108,-1857,-8.7
お言葉に甘えて、好きにさせていただきます～死に戻り聖女は今世こそ幸せになりたい～　２(ベリーズファンタジーコミックス),2,2026-08-28,50923,23118,+27805,54.6
リア小姓（４） (サイコミ×裏少年サンデーコミックス),4,2026-08-28,43378,23795,+19583,45.1
うちのメイドがクラスの好きな子に似ている 1 (MFコミックス),1,2026-08-28,37652,24859,+12793,34
英霊たちから修行を受け続けた最後の英雄は、やがて最強へと成り上がる THE COMIC 1【電子限定おまけ付き】 (ライドコミックス),1,2026-08-28,52273,25679,+26594,50.9
お前呼ばわりで婚約破棄？隣国で自由を謳歌するのでどうぞお構いなく！～追放令嬢、実は最強精霊師でした～　３(ベリーズファンタジーコミックス),3,2026-08-28,52359,28274,+24085,46
初めましてを忘れまして5 (シャルルコミックス),5,2026-08-28,35884,29714,+6170,17.2
ニーハオ！ 猫猫留学生（３） (ビッグコミックス),3,2026-08-28,45047,29948,+15099,33.5
悲劇の元凶となる最強外道ラスボス女王は民の為に尽くします。 The Savior's Pride　【連載版】: 15 (ZERO-SUMコミックス),15,2026-08-28,63887,30502,+33385,52.3
この結婚に異議あり～搾取された無能令嬢の華麗なる大逆転～　１(ベリーズファンタジーコミックス),1,2026-08-28,34163,32130,+2033,6
３か月なら、大丈夫だと思ってた。～留学した僕の留守中に、一途な彼女が汚されるまで～ 25話 (コミックダイス),2,2026-08-28,32954,32270,+684,2.1
青春プロタゴニスト 僕たちは恋愛過剰 6 青春プロタゴニスト　僕たちは恋愛過剰 (コミックヘヴン),,2026-08-28,79413,32610,+46803,58.9
【分冊版】リーフェの祝福 ～無属性魔法しか使えない落ちこぼれとしてほっといてください～ 第22話(アリアンローズコミックス),,2026-08-28,59891,34036,+25855,43.2
"転移したら奴隷の父になったけど、家族として愛でることにした～実は勇者と魔王と聖女だった子供たちの力がとんでもスキルで使えたので最強です～ ３(グラストCOMICS, グラストコミックス)",3,2026-08-28,45146,34232,+10914,24.2
モラハラサレ妻のシタ復讐（分冊版） 【第36話】 (マンガよもんが),,2026-08-28,100950,34707,+66243,65.6
ピンクにきゅんしていいですか【-全部××××したいです…-】 【単話】ピンクにきゅんしていいですか (フルールコミックス),,2026-08-28,84752,37530,+47222,55.7
【分冊版】転生王女は今日も旗を叩き折る 第87話(アリアンローズコミックス),,2026-08-28,91256,38461,+52795,57.9
繰り巫女あやかし夜噺　【連載版】: 17 (ZERO-SUMコミックス),17,2026-08-28,44552,38809,+5743,12.9
甘くて熱くて息もできない 第24話 毎分毎秒、好きになってく (ダリアコミックスe),,2026-08-28,48297,39857,+8440,17.5
"魔力０でも魔術狂いだったので、第二の人生では無双する～俺だけ知っている魔術知識で極大魔法をぶっ放す～　３(グラストCOMICS, グラストコミックス)",3,2026-08-28,45781,39862,+5919,12.9
巻き戻り公爵令嬢ですが魔王チートで最強勇者になりました！？３ (アルファノルンCOMICS),3,2026-08-28,70526,41825,+28701,40.7
まるごとぜんぶに恋してよ【分冊版】 第5話 (ダリアコミックスe),,2026-08-28,182691,43337,+139354,76.3
万能魔法の事務スキル～社畜事務が転生したら皇太子妃（仮）に選ばれました。(15) (コミックゲンま！),15,2026-08-28,90514,44327,+46187,51
飛んでけ聖剣（４） (サイコミ×裏少年サンデーコミックス),4,2026-08-28,69457,44875,+24582,35.4
十歳の最強魔導師　第１７話　前編 (ヒーローコミックス),,2026-08-28,64133,47070,+17063,26.6
異世界迷宮のオーパーツ 2 (MFコミックス),2,2026-08-28,48083,48252,-169,-0.4
男をやめてみた～癌になったので女装して恋をすることにしました～79 (エンペラーズコミックス),79,2026-08-28,69444,49707,+19737,28.4
【話販売】宇宙兄弟　《＃４２７》　なんの告白（２） (モーニングコミックス),2,2026-08-28,39550,49789,-10239,-25.9
前略母上様 わたくしこのたび異世界転生いたしまして、悪役令嬢になりました コミック版（分冊版） 【第17話】 (BKコミックスf),1,2026-08-28,130767,49868,+80899,61.9
素直になれない雪乙女は眠れる竜騎士に甘くとかされる コミック版（分冊版） 【第11話】 (BKコミックスf),,2026-08-28,175039,52447,+122592,70
癒し手は断罪された悪役令嬢（合本版）　5巻 (ebookjapanコミックス),5,2026-08-28,50702,62515,-11813,-23.3
まるごとぜんぶに恋してよ【分冊版】 第4話 (ダリアコミックスe),,2026-08-28,171065,65311,+105754,61.8
やっぱり好きです、高田さん4 (シャルルコミックス),4,2026-08-28,61364,74095,-12731,-20.7
お前の夢中に俺も入れてよ4 (シャルルコミックス),4,2026-08-28,77723,89103,-11380,-14.6
二人の未来は計画的に1 (シャルルコミックス),1,2026-08-28,78262,91413,-13151,-16.8
役目を果たした日陰の勇者は、辺境で自由に生きていきます【分冊版】18巻 (グラストCOMICS),18,2026-08-28,280328,96754,+183574,65.5
国王陛下、あなたを教育いたします (3) (weavinコミックス),3,2026-08-28,121264,131928,-10664,-8.8
甘く柔らかな檻　冷徹な龍は贄の花嫁を前世から愛しすぎている【分冊版】10話 (ルネッタコミックス),,2026-08-28,126838,137746,-10908,-8.6
五龍国物語　単話版15 (Sonyaコミックス),15,2026-08-28,136150,144570,-8420,-6.2
