順位,タイトル,巻数,発売日
202,クラス転移で俺だけハブられたので、同級生ハーレム作ることにした(13) (モンスターコミックス),13,2026-08-12
214,神様のバレー　４１巻 (芳文社コミックス),41,2026-08-12
228,北海道の現役ハンターが異世界に放り込まれてみた ～エルフ嫁と巡る異世界狩猟ライフ～ 8巻 (マッグガーデンコミックスBeat'sシリーズ),8,2026-08-12
268,学園騎士のレベルアップ！レベル1000超えの転生者、落ちこぼれクラスに入学。そして、(13) (モンスターコミックス),13,2026-08-12
324,占い師には花騎士の恋心が見えています6 (ブリーゼコミックス),,2026-08-12
530,むせるくらいの愛をあげる（８） (デザートコミックス),8,2026-08-12
645,クロエマ（５） (Ｋｉｓｓコミックス),5,2026-08-12
660,隣のステラ（１０） (別冊フレンドコミックス),10,2026-08-12
732,おしえて執事くん（３） (デザートコミックス),3,2026-08-12
1011,くまぐらし (07) (MANGAバルCOMICS),7,2026-08-12
1013,J⇔M ジェイエム 8 (ハルタコミックス),8,2026-08-12
1031,とことんクズな渡良瀬なのに(4) (別冊フレンドKC),4,2026-08-12
1057,元探索者のおじいちゃん～孫にせがまれてダンジョン配信を始めたんじゃが、なぜかバズりおったわい～ 3巻 (マッグガーデンコミックスBeat'sシリーズ),3,2026-08-12
1583,コワモテの隣人がΩだった時の対処法: 3.5@酔っ払い【小冊子】 (gateauコミックス),,2026-08-12
1619,ちびっ子転生日記帳～お友達いっぱいつくりましゅ！～ THE COMIC 3巻 (マッグガーデンコミックスBeat'sシリーズ),3,2026-08-12
1789,宝石箱に愛をつめよう(2) (別冊フレンドKC),2,2026-08-12
2030,プレイアフターコール (3) (gateauコミックス),3,2026-08-12
2148,復讐装置いかがですか？【単行本版】　４巻 (芳文社コミックス),4,2026-08-12
2201,ハイスペ弁護士との同居生活は最低で最高です。（１０） (姉フレンドコミックス),10,2026-08-12
2602,ハルメイ（４） (パルシィコミックス),4,2026-08-12
2636,峠鬼 9 (ハルタコミックス),9,2026-08-12
2729,子連れオーク　３巻 (トレイルコミックス),3,2026-08-12
3094,現象X 超常現象捜査録 3 (ハルタコミックス),3,2026-08-12
3277,災い狐のくずれちゃん(10) (リュウコミックス),10,2026-08-12
3999,聖剣とビキニアーマー 1 (MANGAバルCOMICS),1,2026-08-12
4442,藤と海 -再会と愛執- (ビームコミックス),,2026-08-12
4527,異世界最強の嫁ですが、夜の戦いは俺の方が強いようです 知略を活かして成り上がるハーレム戦記(7) (モンスターコミックス),7,2026-08-12
5297,私たちはどうかしている 妻恋い(5) (BE LOVE KC),5,2026-08-12
5631,いいご身分だな、俺にくれよ ～下剋上揺籃編～ 3巻 (マッグガーデンコミックスBeat'sシリーズ),3,2026-08-12
6799,悪役令嬢に転生したので、隠れハイスペ王子と破滅の運命を回避します！4 (ブリーゼコミックス),,2026-08-12
7132,きみにほどけて春嵐(2) (BE LOVE KC),2,2026-08-12
7247,私の魂を食べて下さい!(2) (リュウコミックス),2,2026-08-12
7930,君と夏のなか 春日和 君は夏のなか (gateauコミックス),,2026-08-12
7972,廻生の血盟者 Vol.8 (MANGAバルCOMICS),8,2026-08-12
9326,君は僕の理想の彼氏(3) (KCデザート),3,2026-08-12
9538,ウェイバーズ 1 (ハルタコミックス),1,2026-08-12
9758,堕天使コウモリくんの純愛(2) (別冊フレンドKC),2,2026-08-12
10275,侍タイムスリッパー(1) (アニメージュコミックス),1,2026-08-12
10669,異世界たぬき 2巻 (マッグガーデンコミックスBeat'sシリーズ),2,2026-08-12
11041,モンガータの旅人よ (3),3,2026-08-12
11068,探偵令嬢ジュリア・モリアーティ～性別も身分も変わりましたが、転生先でも探偵業再開します～ 2巻 (マッグガーデンコミックスBeat'sシリーズ),2,2026-08-12
11971,ポンコツ悪霊 闇子ちゃん 1 (ビームコミックス),1,2026-08-12
13895,ぬくもりに密めく甘い毒 (gateauコミックス),,2026-08-12
14857,はじめまして、オレの親友@夏の思い出 (gateauコミックス),,2026-08-12
15234,Re:異世界で最強のスキルを生み出せたので、ひたすら無双することにしました。～俺だけがステータスを勝手に操作～(1) (モンスターコミックス),1,2026-08-12
15356,１：２交際はラブコメに入りますか？　４巻 (芳文社コミックス),4,2026-08-12
16701,よあけのキッチン 2 (MANGAバルCOMICS),2,2026-08-12
16723,おしえて執事くん(3)アクリルスタンドつき限定版 (講談社キャラクターズA),3,2026-08-12
17709,大家さんちの光くん(2) (KCデザート),2,2026-08-12
17734,ロリースイートロリー (ブリーゼコミックス),,2026-08-12
17868,祝祭の輪舞 (ビームコミックス),,2026-08-12
18169,24時間、彼女のカラダ貸します。　２ (芳文社コミックス),2,2026-08-12
18495,ハルタ 2026-AUGUST volume 136 (ハルタコミックス),136,2026-08-12
19279,おかえり、私を汚すα(1) (KCデラックス),1,2026-08-12
20226,ヤングコミック 2026年 09月号 [雑誌],,2026-08-12
21196,プラガ エス プラガ 1 (ビームコミックス),1,2026-08-12
22503,勇者ディンは2.5回殺せ 3巻 (マッグガーデンコミックスBeat'sシリーズ),3,2026-08-12
22551,心霊写真密売マニュアル 2 (ハルタコミックス),2,2026-08-12
23401,レベルの概念がない世界で、俺だけが【全自動レベルアップ】～スキルで一秒ごとに強くなる～ 4巻 (マッグガーデンコミックスBeat'sシリーズ),4,2026-08-12
24243,小悪魔JKサイコ第27話 (サイコワコミック),,2026-08-12
25763,逆行した元悪役令嬢、性格の悪さは直さず処刑エンド回避します！ 1 (アリアンローズコミックス),1,2026-08-12
26446,ダウナーな後輩はセックスだと××× (gateauコミックス),,2026-08-12
29790,異世界に来たけど、生活魔法しか使えません THE COMIC【分冊版】 8巻 (マッグガーデンコミックスBeat'sシリーズ),8,2026-08-12
30481,コミック乱ツインズ 2026年09月号 [雑誌],,2026-08-12
44226,アニメビジネス 漫画・小説・アニメが100倍おもしろくなるアニメの教養,,2026-08-12
54071,公爵令嬢は我が道を場当たり的に行く連載版：25 公爵令嬢は我が道を場当たり的に行く 連載版 (ブシロードコミックス),,2026-08-12
69519,異世界きまぐれぶらり旅 ～奴隷ハーレムを添えて～【分冊版】 31巻 (マッグガーデンコミックスBeat'sシリーズ),31,2026-08-12
—,竜馬がゆく 17 (BUNCOMI),17,2026-08-12
—,こんな人生は絶対嫌だ 11 (黒蜜コミックス),,2026-08-12
—,ビッグコミックスペリオール 2026年17号（2026年8月12日発売） [雑誌],,2026-08-12
—,迷宮クソたわけ 第104話＋第105話 せいほうけいコミックス,,2026-08-12
—,ビッグコミックオリジナル増刊 2026年9月増刊号（2026年8月12日発売） [雑誌],,2026-08-12
—,コロコロコミック 2026年9月号(2026年8月12日発売) [雑誌],,2026-08-12
