順位,タイトル,巻数,発売日
76,蒼き鋼のアルペジオ(31) (ヤングキングコミックス),31,2026-08-28
114,昭和天皇物語（１９） (ビッグコミックス),19,2026-08-28
203,セシルの女王（１１） (ビッグコミックス),11,2026-08-28
241,マイホームアフロ田中（６） (ビッグコミックス),6,2026-08-28
301,おそらくカノジョは俺の兄貴を狙ってる 3 (ヤングアニマルコミックス),3,2026-08-28
302,レ・セルバン（１０） (ビッグコミックス),10,2026-08-28
316,S級ギルドを離脱した刀鍛冶の自由な辺境スローライフ～ブラックギルドから解放されて気ままに鍛冶してたら、伝説の魔刀が生まれていました～3巻 (グラストCOMICS),3,2026-08-28
412,高良くんと天城くん 8 (KITORA),8,2026-08-28
498,追放悪役令嬢の旦那様 10 (ヤングアニマルコミックス),10,2026-08-28
520,ぼくの好きな人が好きな人 7 (ヤングアニマルコミックス),7,2026-08-28
567,週刊漫画ＴＩＭＥＳ　２０２６年９／１１号 [雑誌] (週刊漫画TIMES),,2026-08-28
582,蒼き鋼のアルペジオ ~海洋技術総合学院タカオ部~ 2 (2巻) (YKコミックス),2,2026-08-28
602,ミワさんなりすます（１７） (ビッグコミックススペシャル),17,2026-08-28
616,ダウナーお姉さんは遊びたい（３） (てんとう虫コミックススペシャル),3,2026-08-28
660,捕虜英雄～捨て駒にされた剣奴は敵国で成り上がる～ 3 (ヤングアニマルコミックス),3,2026-08-28
662,変女～変な女子高生 甘栗千子～ 22 (ヤングアニマルコミックス),22,2026-08-28
669,追放された転生貴族、外れスキルで内政無双～気ままに領地運営するはずが、スキル『ガチャ』のお陰で最強領地を作り上げてしまった～9巻 (グラストCOMICS),9,2026-08-28
681,名前のない病気（４） (ビッグコミックス),4,2026-08-28
926,【新装版】今どきの若いモンは（３５） (サイコミ×裏少年サンデーコミックス),35,2026-08-28
947,逆行悪女はやることが多すぎる: 2 【電子限定挿絵付き小説収録】 (ZERO-SUMコミックス),,2026-08-28
1130,数学ゴールデン 9 (ヤングアニマルコミックス),9,2026-08-28
1226,れんげとなると！（７） (ビッグコミックス),7,2026-08-28
1317,Comic ZERO-SUM (コミック ゼロサム) 2026年10月号[雑誌],,2026-08-28
1452,無能は不要と言われ『時計使い』の僕は職人ギルドから追い出されるも、ダンジョンの深部で真の力に覚醒する THE COMIC ６ (Ride Comics),6,2026-08-28
1475,馬小屋暮らしのご令嬢は案外領主に向いている？ コミック版 （7） 【かきおろし漫画付】 (BKコミックスf),7,2026-08-28
1625,しすたれじすた（４） (ビッグコミックス),4,2026-08-28
1647,サラセニア（５） (ビッグコミックス),5,2026-08-28
2125,狼くんの愛はちょっと不機嫌3-アイドル編- (バンブーコミックス moment),,2026-08-28
2141,皇都陰陽学校　傷モノの花嫁　外伝　分冊版（４） (シリウスコミックス),4,2026-08-28
2216,ガイシューイッショク！【単話】（５１） (ビッグコミックス),51,2026-08-28
2244,漫画ゴラク 2026年 9/11 号 [雑誌] (週刊漫画ゴラク),,2026-08-28
2323,溺愛令嬢は旦那さまから逃げられません…っ アンソロジーコミック　9巻 (ZERO-SUMコミックス),9,2026-08-28
2511,身代わり花嫁は、旦那様から溺愛されるようです　アンソロジーコミック　3巻 (ZERO-SUMコミックス),3,2026-08-28
2670,ダウナーお姉さんは遊びたい 3 オレカバトル2特別カードつき特装版 ([特装版コミック]),,2026-08-28
2685,ポーション、わが身を助ける　第２０話 (ヒーローコミックス),,2026-08-28
2881,ポケットモンスターSPECIAL スカーレット・バイオレット（５） (てんとう虫コミックス),5,2026-08-28
2894,黒兎伯爵の溺愛求婚　1巻 (ZERO-SUMコミックス),1,2026-08-28
3026,おののけ! くわいだん部(3) (怪と幽COMIC),3,2026-08-28
3170,お気の毒ですが、冒険の書は魔王のモノになりました。 17 (コミックヘヴン),17,2026-08-28
3378,DOUBLE HELIX BLOSSOM（１０） (てんとう虫コミックス),10,2026-08-28
3470,土竜の唄（９６） (ヤングサンデーコミックス),96,2026-08-28
3484,まんがで!にゃんこ大戦争 (19) (てんとう虫コミックススペシャル),19,2026-08-28
3570,ぼくの魔なむすめ（５） (ビッグコミックス),5,2026-08-28
3879,秘匿夫婦～クピドの悪戯～ 16 (漫画ゴラク),16,2026-08-28
3942,スリースター（２３） (サイコミ×裏少年サンデーコミックス),23,2026-08-28
4111,寺生まれ猫のタマさん( 2) (ニチブンコミックス),2,2026-08-28
4120,枯れた花に涙を 6巻 (LINEコミックス),6,2026-08-28
4295,ふつつかな悪女ではございますが　～雛宮蝶鼠とりかえ伝～　連載版: 54 (ZERO-SUMコミックス),54,2026-08-28
4386,社内探偵(73) (コミックなにとぞ),73,2026-08-28
4480,【分冊版】誰かこの状況を説明してください！ ～契約から始まるウェディング～ 第83話(アリアンローズコミックス),,2026-08-28
4646,宗像教授セレクション 女たちの神話 (ビッグコミックススペシャル),,2026-08-28
5231,れむ a stray cat (6) (ビッグコミックス),6,2026-08-28
5247,推し(嘘)の筆頭魔術師様が「俺たち、両思いだったんだね」と溺愛してくるんですが！？【単話版】第19話 (コミックブリーゼ),,2026-08-28
5349,冴えないおっさん、実は最強 1 (ライドコミックス),1,2026-08-28
5989,樹海の魔女　2巻 (ZERO-SUMコミックス),2,2026-08-28
6515,没落令嬢、貧乏騎士のメイドになります コミック版（分冊版） 【第40話】 (BKコミックスf),,2026-08-28
6656,ハズレ嫁は最強の天才公爵様と再婚しました。２ (レジーナCOMICS),2,2026-08-28
6932,変態侯爵の理想の奥様　仮面の夜　単話版4 (Sonyaコミックス),4,2026-08-28
7103,新卒の美和ちゃん～社内探偵外伝～(15) (コミックなにとぞ),15,2026-08-28
7679,ブラックチャンネル (15) (コロコロコミックス),15,2026-08-28
8048,明日政略結婚する令嬢が幼なじみと過ごす最後の一夜アンソロジー (LOVEBITESコミックス),,2026-08-28
8395,注文の多い魔法使い　契約花嫁はおねだり上手な最強魔術師に溺愛されています!?: 3【電子限定描き下ろし付き】 (ZERO-SUMコミックス),1,2026-08-28
8464,その恋、自販機で買えますか？ ④ 特装版 (Charles Comics),,2026-08-28
8796,ビリオン ブレイク（６） (サイコミ×裏少年サンデーコミックス),6,2026-08-28
8813,ならば、悪女になりましょう～亡き者にした令嬢からやり返される気分はいかがですか？～　２(ベリーズファンタジーコミックス),2,2026-08-28
9031,ゲーマーが妖怪退治やってみた! (8) (コロコロコミックス),8,2026-08-28
9804,ソニックと勇気のつるぎ (2) (コロコロコミックススペシャル),2,2026-08-28
10377,奏のララ（１０） (サイコミ×裏少年サンデーコミックス),10,2026-08-28
10709,人気配信者たちのマネージャーになったら、全員元カノだった THE COMIC ２ (Ride Comics),2,2026-08-28
10716,【分冊版】転生しまして、現在は侍女でございます。 第77話(アリアンローズコミックス),,2026-08-28
11152,"調教師は魔物に囲まれて生きていきます。～勇者パーティーに置いていかれたけど、伝説の魔物と出会い最強になってた～ ９(グラストCOMICS, グラストコミックス)",9,2026-08-28
11451,デリヘル、呼んでみた。#45不気味な触手に…！？ (フォーチュンコミックアダルト),,2026-08-28
11553,でんぢゃらすじーさん めちゃかわいいじーさん編 (てんとう虫コミックス),,2026-08-28
