順位,タイトル,巻数,発売日
393,勇気あるものより散れ 9 (ヤングアニマルコミックス),9,2026-07-29
450,放課後のアイドルには秘密がある 9 (ヤングアニマルコミックス),9,2026-07-29
1560,異世界召喚は二度目です（コミック） ： 16 (モンスターコミックス),16,2026-07-29
2247,モンスターのご主人様（コミック） ： 22 (モンスターコミックス),22,2026-07-29
4991,俺がいないとすぐ××る儚木かすみ(2) (ヒーローズコミックス わいるど),2,2026-07-29
6216,江戸前の旬 133 (漫画ゴラク),133,2026-07-29
6818,生贄家族 8 (漫画ゴラク),8,2026-07-29
10183,虐殺ハッピーエンド～蒼の章～ 7 (ヤングアニマルコミックス),7,2026-07-29
11092,気づいたら無双ゲームの悪役将軍だった件。～破滅ルートはぶっ壊す～(2) (ヒーローズコミックス わいるど),2,2026-07-29
14396,妖怪王きゅん学園 1 (ヤングアニマルコミックス),1,2026-07-29
20707,訳アリ・物件女子: セラフィンコミックス,,2026-07-29
33854,火の龍の国 4 (ヤングアニマルコミックス),4,2026-07-29
35241,人妻物語（フルカラー）06 (コミックダイス),,2026-07-29
64932,若返った!おじさん魔術師は現世で二度目の人生を始める(2) ~最強の力と美人姉妹も添えて~ (リュウコミックスユニコーン),2,2026-07-29
85995,青春プロタゴニスト　僕たちは恋愛過剰 5 (コミックヘヴン),5,2026-07-29
141242,ドカ食いダイスキ！ もちづきさん［1話売り］　第21話 (ヤングアニマルコミックス),,2026-07-29
198436,ドカ食いダイスキ！ もちづきさん［1話売り］　第20話 (ヤングアニマルコミックス),,2026-07-29
—,時先生は着替えたい 5 (ゴラクうぇぶ!),5,2026-07-29
—,魔王軍はホワイト企業 4,4,2026-07-29
—,魔王軍はホワイト企業 5,5,2026-07-29
—,萩尾望都スケッチ画集Ⅲ：「トーマの心臓」とドラマ世界,,2026-07-29
—,デッサン力、完全理解 たった5つの要素を知るだけで絵が確実に上手くなる (ILLUSTRATION MASTER CLASS),1,2026-07-29
—,ナマイキ盛りでごめんなさい: セラフィンコミックス,,2026-07-29
—,運命は役に立たない 1 (ヤングアニマルコミックス),,2026-07-29
