順位,タイトル,巻数,発売日
4059,最強の剣神、辺境の村娘に生まれ変わる。【電子単行本版】３ (コミックアウル),,2026-07-25
4506,シンデレラが結婚したので意地悪な義姉はクールに去……れません！？（4）【描き下ろしマンガ付き】 (コミックcoral),4,2026-07-25
6586,コレットは死ぬことにした―女神編―［1話売り］　 番外編 (花とゆめコミックス),,2026-07-25
20428,異世界ハーレムループ～繰り返される1日から脱出する為に抱きまくります～(11) (GG-COMICS),11,2026-07-25
24407,【単話】復讐の同窓会　第42話 (GG-COMICS),,2026-07-25
24929,玉座と小夜啼鳥 23巻 (冬水社・いち＊ラキコミックス),23,2026-07-25
39940,五月の女王 5巻 (冬水社・いち＊ラキコミックス),5,2026-07-25
55774,その異世界ハーレムは制約つき。～自慰行為を禁止された童貞勇者のスローライフ～（分冊版）３２ (ムゲンコミックス),,2026-07-25
62387,野良猫と狼［1話売り］　第28話 (花とゆめコミックス),,2026-07-25
74832,ニューノーマル６９ (コミックアウル),,2026-07-25
85477,婚約破棄されて自由を手に入れた女伯爵ですが、知識をいかして司書になったら王弟殿下に認められ、専属になりました（単話版4） 婚約破棄されて自由を手に入れた女伯爵ですが、知識をいかして司書になったら王弟殿下に認められ、専属になりました（単話版） (コミックcoral),3,2026-07-25
89494,皇帝陛下の運命の人は、私でした～後宮寵愛占い譚～（単話版11） 皇帝陛下の運命の人は、私でした～後宮寵愛占い譚～（単話版） (コミックcoral),3,2026-07-25
99921,ちょいクズ社畜の異世界ハーレム建国記(28) (GG-COMICS),28,2026-07-25
101948,天堂家物語［1話売り］　第八十一話 (花とゆめコミックス),,2026-07-25
104568,惚れたはれたパンダ　プチデザ（８） (デザートコミックス),8,2026-07-25
121749,金髪の姫将軍は元敵国の好敵手に嫁ぐ（単話版32） 金髪の姫将軍は元敵国の好敵手に嫁ぐ 単話版 (コミックcoral),,2026-07-25
122602,頼くんとヨリを戻すわけには！　プチデザ（１４） (デザートコミックス),14,2026-07-25
124608,蜜と劇薬【マイクロ】（１４） (フラワーコミックス),14,2026-07-25
128830,龍の花嫁は鬼の嘘に溺れる（単話版23） 龍の花嫁は鬼の嘘に溺れる（単話版） (コミックcoral),,2026-07-25
135926,狼皇子と嘘つきな結婚［1話売り］　第30話 (花とゆめコミックス),,2026-07-25
136016,今日から使える異世界恋愛マニュアル(22) (GG-COMICS),22,2026-07-25
137340,愛され皇妃のゆううつ［1話売り］　第11話 (花とゆめコミックス),,2026-07-25
154955,超有能兵士の部下に嫌われていると思ってたら、長年虎視眈々と狙われていた話（単話版9） 超有能兵士の部下に嫌われていると思ってたら、長年虎視眈々と狙われていた話（単話版） (コミックcoral),3,2026-07-25
191879,花はことりを好きすぎる［1話売り］　第8話 (花とゆめコミックス),,2026-07-25
—,フェイク～映された真実を見落とすな～１ (コミックアウル),,2026-07-25
