順位,タイトル,巻数,発売日
106,蒼き鋼のアルペジオ(31) (ヤングキングコミックス),31,2026-08-28
193,昭和天皇物語（１９） (ビッグコミックス),19,2026-08-28
343,セシルの女王（１１） (ビッグコミックス),11,2026-08-28
444,マイホームアフロ田中（６） (ビッグコミックス),6,2026-08-28
624,レ・セルバン（１０） (ビッグコミックス),10,2026-08-28
868,宗像教授世界篇（９） (ビッグコミックススペシャル),9,2026-08-28
894,S級ギルドを離脱した刀鍛冶の自由な辺境スローライフ～ブラックギルドから解放されて気ままに鍛冶してたら、伝説の魔刀が生まれていました～3巻 (グラストCOMICS),3,2026-08-28
1098,高良くんと天城くん 8 (KITORA),8,2026-08-28
1101,蒼き鋼のアルペジオ ~海洋技術総合学院タカオ部~ 2 (2巻) (YKコミックス),2,2026-08-28
1123,ミワさんなりすます（１７） (ビッグコミックススペシャル),17,2026-08-28
1164,ダウナーお姉さんは遊びたい（３） (てんとう虫コミックススペシャル),3,2026-08-28
1314,追放悪役令嬢の旦那様 10 (ヤングアニマルコミックス),10,2026-08-28
1317,ぼくの好きな人が好きな人 7 (ヤングアニマルコミックス),7,2026-08-28
1340,名前のない病気（４） (ビッグコミックス),4,2026-08-28
1429,変女～変な女子高生 甘栗千子～ 22 (ヤングアニマルコミックス),22,2026-08-28
1472,追放された転生貴族、外れスキルで内政無双～気ままに領地運営するはずが、スキル『ガチャ』のお陰で最強領地を作り上げてしまった～9巻 (グラストCOMICS),9,2026-08-28
1531,無能は不要と言われ『時計使い』の僕は職人ギルドから追い出されるも、ダンジョンの深部で真の力に覚醒する THE COMIC ６ (Ride Comics),6,2026-08-28
1746,【新装版】今どきの若いモンは（３５） (サイコミ×裏少年サンデーコミックス),35,2026-08-28
1762,数学ゴールデン 9 (ヤングアニマルコミックス),9,2026-08-28
1814,逆行悪女はやることが多すぎる: 2 【電子限定挿絵付き小説収録】 (ZERO-SUMコミックス),,2026-08-28
2335,おそらくカノジョは俺の兄貴を狙ってる 3 (ヤングアニマルコミックス),3,2026-08-28
2951,サラセニア（５） (ビッグコミックス),5,2026-08-28
2960,捕虜英雄～捨て駒にされた剣奴は敵国で成り上がる～ 3 (ヤングアニマルコミックス),3,2026-08-28
2970,ダウナーお姉さんは遊びたい 3 オレカバトル2特別カードつき特装版 ([特装版コミック]),,2026-08-28
3015,しすたれじすた（４） (ビッグコミックス),4,2026-08-28
3083,馬小屋暮らしのご令嬢は案外領主に向いている？ コミック版 （7） 【かきおろし漫画付】 (BKコミックスf),7,2026-08-28
3271,れんげとなると！（７） (ビッグコミックス),7,2026-08-28
3503,身代わり花嫁は、旦那様から溺愛されるようです　アンソロジーコミック　3巻 (ZERO-SUMコミックス),3,2026-08-28
3787,まんがで!にゃんこ大戦争 (19) (てんとう虫コミックススペシャル),19,2026-08-28
3852,ガイシューイッショク！【単話】（５１） (ビッグコミックス),51,2026-08-28
3881,消滅した悪役令嬢２ (レジーナCOMICS),2,2026-08-28
4216,土竜の唄（９６） (ヤングサンデーコミックス),96,2026-08-28
4309,枯れた花に涙を　５,5,2026-08-28
4404,黒兎伯爵の溺愛求婚　1巻 (ZERO-SUMコミックス),1,2026-08-28
4469,ポケットモンスターSPECIAL スカーレット・バイオレット（５） (てんとう虫コミックス),5,2026-08-28
4594,溺愛令嬢は旦那さまから逃げられません…っ アンソロジーコミック　9巻 (ZERO-SUMコミックス),9,2026-08-28
4684,推し(嘘)の筆頭魔術師様が「俺たち、両思いだったんだね」と溺愛してくるんですが！？【単話版】第19話 (コミックブリーゼ),,2026-08-28
4923,狼くんの愛はちょっと不機嫌3-アイドル編- (バンブーコミックス moment),,2026-08-28
5138,おののけ! くわいだん部(3) (怪と幽COMIC),3,2026-08-28
5427,ぼくの魔なむすめ（５） (ビッグコミックス),5,2026-08-28
5598,Comic ZERO-SUM (コミック ゼロサム) 2026年10月号[雑誌],,2026-08-28
5881,DOUBLE HELIX BLOSSOM（１０） (てんとう虫コミックス),10,2026-08-28
6139,れむ a stray cat (6) (ビッグコミックス),6,2026-08-28
6395,ポーション、わが身を助ける　第２０話 (ヒーローコミックス),,2026-08-28
6587,皇都陰陽学校　傷モノの花嫁　外伝　分冊版（４） (シリウスコミックス),4,2026-08-28
7593,ふつつかな悪女ではございますが　～雛宮蝶鼠とりかえ伝～　連載版: 54 (ZERO-SUMコミックス),54,2026-08-28
7633,スリースター（２３） (サイコミ×裏少年サンデーコミックス),23,2026-08-28
8118,注文の多い魔法使い　契約花嫁はおねだり上手な最強魔術師に溺愛されています!?: 3【電子限定描き下ろし付き】 (ZERO-SUMコミックス),1,2026-08-28
11611,宗像教授セレクション 女たちの神話 (ビッグコミックススペシャル),,2026-08-28
11902,枯れた花に涙を 6巻 (LINEコミックス),6,2026-08-28
11990,ビリオン ブレイク（６） (サイコミ×裏少年サンデーコミックス),6,2026-08-28
12075,ハズレ嫁は最強の天才公爵様と再婚しました。２ (レジーナCOMICS),2,2026-08-28
12199,樹海の魔女　2巻 (ZERO-SUMコミックス),2,2026-08-28
