順位,タイトル,巻数,発売日
147,アンダーニンジャ（１８） (ヤングマガジンコミックス),18,2026-08-06
158,妹は知っている(8) (ヤングマガジンKC),8,2026-08-06
185,不老不死少女の苗床旅行記　５ (ヴァンプコミックス),5,2026-08-06
199,片田舎のおっさん、剣聖になる外伝　はじまりの魔法剣士 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
205,平成敗残兵すみれちゃん（１１） (ヤングマガジンコミックス),11,2026-08-06
250,ヤニねこ（１３） (ヤングマガジンコミックス),13,2026-08-06
281,灰宮先輩は怖くてかわいい 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
284,弱虫ペダル SPARE BIKE 16 (16) (少年チャンピオンコミックス),16,2026-08-06
301,はにとらっ！ 召喚勇者をハメるハニートラップ包囲網　6 (ヴァンプコミックス),6,2026-08-06
324,ウィッチクラフトワークス　ＥＸＴＲＡ（５） (アフタヌーンコミックス),5,2026-08-06
354,BREAK BACK　25 (少年チャンピオン・コミックス),25,2026-08-06
373,税金で買った本（２０） (ヤングマガジンコミックス),20,2026-08-06
394,パリピ孔明（２６） (コミックＤＡＹＳコミックス),26,2026-08-06
430,パラノマサイト FILE25 霊感少女・黒鈴ミヲの邂逅 下巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
856,伍と碁（７） (ヤングマガジンコミックス),7,2026-08-06
960,追放僧侶の賢者タイム　2 (少年チャンピオン・コミックス),2,2026-08-06
1042,まりも兄弟の茶飯事 10 (10) (少年チャンピオンコミックス),10,2026-08-06
1109,社長と酒と星（８） (ヤングマガジンコミックス),8,2026-08-06
1115,ババンババンバンバンパイア 14 (14) (少年チャンピオンコミックス),14,2026-08-06
1159,難攻不落の魔王城へようこそ～デバフは不要と勇者パーティーを追い出された黒魔導士、魔王軍の最高幹部に迎えられる～ 13巻 (デジタル版ガンガンコミックスＵＰ！),13,2026-08-06
1281,彼岸島　４８日後…（５５） (ヤングマガジンコミックス),55,2026-08-06
1310,タイカの理性 7 (7) (少年チャンピオンコミックス),7,2026-08-06
1386,小林さんちのメイドラゴン　イルルは恋とかわかりません！ ： 2 (アクションコミックス),2,2026-08-06
1430,キミに恋する三姉妹　9 (少年チャンピオン・コミックス),9,2026-08-06
1685,ヤンキーJKクズハナちゃん 32 (32) (少年チャンピオンコミックス),32,2026-08-06
1756,グラぱらっ!(13) (KCデラックス),13,2026-08-06
1770,クールな氷上さんは迫りたい　２巻 (まんがタイムコミックス),2,2026-08-06
1855,今夜もシリアルキラーと待ち合わせ（５） (アフタヌーンコミックス),5,2026-08-06
1875,童貞勇者のハーレム魔王討伐記 (4) (バンブーコミックス 異世界BC),4,2026-08-06
1895,杉雪カコと見たい明日　4 (少年チャンピオン・コミックス),4,2026-08-06
1987,小林さんちのメイドラゴン　カンナの日常 ： 16 (アクションコミックス),16,2026-08-06
2082,ヤン先輩はひとりで生きていけない 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
2389,最強タンクの迷宮攻略　～体力9999のレアスキル持ちタンク、勇者パーティーを追放される～ 15巻 (デジタル版ガンガンコミックスＵＰ！),15,2026-08-06
2428,聖女のはずが、どうやら乗っ取られました 13巻 (デジタル版ガンガンコミックスＵＰ！),13,2026-08-06
2464,ウシミツガオ　3 (少年チャンピオン・コミックス),3,2026-08-06
2733,漆黒使いの最強勇者　仲間全員に裏切られたので最強の魔物と組みます 17巻 (デジタル版ガンガンコミックスＵＰ！),17,2026-08-06
2862,ナインピークス NINE PEAKS 20 (20) (少年チャンピオンコミックス),20,2026-08-06
2884,転生魔導王は、底辺職の黒魔術士が、実は最強職だと知っている 6巻 (デジタル版ガンガンコミックスＵＰ！),6,2026-08-06
2896,アオバノバスケ（１２） (マガジンポケットコミックス),12,2026-08-06
3015,閻魔の教室 6 (6) (少年チャンピオンコミックス),6,2026-08-06
3339,ミイラの飼い方 ： 23 【電子コミック限定特典付き】 (アクションコミックス),,2026-08-06
3493,ローワライ(2) (ヤングマガジンKC),2,2026-08-06
3808,聖闘士星矢 Final Edition 15 (15) (少年チャンピオンコミックス),15,2026-08-06
3887,WORST外伝 グリコ 39 (39) (少年チャンピオンコミックス),39,2026-08-06
4009,ガラス工房の錬金術師（３） (アフタヌーンコミックス),3,2026-08-06
4407,小林さんちのメイドラゴン　ルコアは僕の××です。 ： 10 (アクションコミックス),10,2026-08-06
4699,万年Fランク【通訳】スキル持ち底辺冒険者、異種族の最強美少女たちとパーティーを組んで才能に開花し無双する 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
4928,オタク女友達と毎日だらだら遊んだりセックスしたりするだけ: 真激COMICS,,2026-08-06
5098,バケモン。 第四集,,2026-08-06
5467,異世界復讐～俺をいじめた奴らを最強スキルで支配する～ 1巻 (デジタル版ガンガンコミックスＵＰ！),1,2026-08-06
5926,ガールズ×ヴァンパイア【描き下ろし付き電子特別版】　1 (少年チャンピオン・コミックス),1,2026-08-06
6083,うちこもり妻はコスプレ配信者　２巻 (まんがタイムコミックス),2,2026-08-06
6589,ガブ　6 (少年チャンピオン・コミックス),6,2026-08-06
7187,チキン 「ドロップ」前夜の物語 48 (48) (少年チャンピオンコミックス),48,2026-08-06
7514,悪役貴族が開き直って破滅フラグを“実力”で叩き折っていたら、いつの間にかヒロイン達から英雄視されるようになった件（コミック） 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-08-06
7893,夫婦で営むモンスターファーム ～目指せ、まったりスローライフ～ (3) (バンブーコミックス 異世界BC),3,2026-08-06
8220,ゆーあーすらっがー(1) (ヤングマガジンKC),1,2026-08-06
9019,火喰鳥 羽州ぼろ鳶組 6 (6) (少年チャンピオンコミックス),6,2026-08-06
9839,世界最強のデバフ請負人　～仲間のデバフを肩代わりしていたら、いつの間にか無敵の肉体が完成していました～ 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
10109,ひめごとかくしごと(1) (ヤングマガジンKC),1,2026-08-06
10435,お葉花を愛でる　4 (少年チャンピオン・コミックス),4,2026-08-06
11383,魔剣の花嫁 (1) (バンブーコミックス 異世界BC),1,2026-08-06
11392,ドラゴンと山暮らし 休日は異世界でキャンプライフ 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-08-06
12329,「人生見える化表」で、時間のムダがなくなりました (すくパラセレクション),,2026-08-06
12653,到達のアクタ（５） (ヤングマガジンコミックス),5,2026-08-06
13636,カンピオーニ　3 (少年チャンピオン・コミックス),3,2026-08-06
