順位,タイトル,巻数,発売日
8808,愛する婚約者に殺された公爵令嬢、死に戻りして光の公爵様(お父様)の溺愛に気づく ~今度こそ、生きて幸せになります!~(2) (ガンガンコミックスUP!),2,2026-07-07
8927,呪いのせいで勇者パーティーを追放されたおっさん戦士、領主になってマイペースに辺境開拓を進めていたはずが強すぎて爆速で領地が発展していきます(1) (ガンガンコミックスUP!),1,2026-07-07
9424,オリヴィア嬢は愛されると死ぬ ～旦那様、ちょっとこっち見すぎですわ～（コミック） 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-07-07
11520,小鳥ライダーは都会で暮らしたい モフモフな相棒と、のんびり異世界冒険記 (2) (バンブーコミックス 異世界BC),2,2026-07-07
12396,新コボちゃん　６１ (まんがタイムコミックス),61,2026-07-07
13037,プロ彼女の条件 芸能人と結婚したい女たち 15巻 (ゼノンコミックス),15,2026-07-07
13629,伝説の盗賊王、Fランク冒険者を始めて無双する 裏社会最強の存在は表の世界でも最強でした (1) (バンブーコミックス 異世界BC),1,2026-07-07
15269,採用の仮面 心が読める下剋上内定 4巻 (デジタル版ガンガンコミックスＵＰ！),4,2026-07-07
16252,レプリカ 元妻の復讐 19巻 (ゼノンコミックス),19,2026-07-07
17693,褒めて、撫でて、いい子って【電子限定特典付き】 (ジェラートコミックス),,2026-07-07
18519,発育っちゃうぞ (TENMA COMICS LO),,2026-07-07
19032,高潔すぎる騎士団長ですが新妻への独占欲を我慢できない (オパールCOMICS),,2026-07-07
20200,跳べないウサギと神の島　３巻 (まんがタイムコミックス),3,2026-07-07
21716,引きこもり天才魔法書技師、魔法書経営始めます~規格外の魔法書、実は魔法を超えて最強です~(2) (ガンガンコミックスUP!),2,2026-07-07
22022,放課後つーしんぼ！！ (TENMA COMICS LO),,2026-07-07
23618,無口で気の強いボーイッシュなお姉ちゃんで僕は童貞を卒業しました (MISAKI COMICS),,2026-07-07
25347,わたしの従者は拗らせている(1) (ガンガンコミックスUP!),1,2026-07-07
25582,姫さまと英雄とプロレス 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-07-07
27677,新米魔女の異世界お気楽旅 ~異世界に落ちた元アラフォー社畜は魔女の弟子を名乗り第二の人生を謳歌する~ 1 (カドコミ),1,2026-07-07
28071,楽園守護者の最強転生　出来損ないの神話のゴーレム、現世では絶対防御の最強従者になる 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-07-07
31196,最強最悪の裏ボス、転生者と共に破滅フラグ回避を目指す (3) (バンブーコミックス 異世界BC),3,2026-07-07
32867,俺だけの熟れ妻(45) ～歳の差なんて 下巻～ (MISAKI COMICS),45,2026-07-07
33725,だからお願い好きだと言って (バンブーコミックス 麗人uno!),,2026-07-07
33754,僕だけが知ってるんだぜ　分冊版（１９） (アフタヌーンコミックス),19,2026-07-07
53959,異世界から帰還したら地球もかなりファンタジーでした。あと、負けヒロインどもこっち見んな。 連載版：12 (ブシロードコミックス),,2026-07-07
60051,独りじゃない一人暮らし　３ (まんがタイムコミックス),3,2026-07-07
—,ここは俺に任せて先に行けと言ってから10年がたったら伝説になっていた。 20巻【デジタル版カバー】 (デジタル版ガンガンコミックスＵＰ！),,2026-07-07
—,戦姫サバイバルサガ （5）　-異世界の運命をかけた無人島フジュン異性交遊- (カドコミ),5,2026-07-07
—,アラサーがVTuberになった話。 （５） (カドコミ),5,2026-07-07
—,忍者の騎士　６ (カドコミ),6,2026-07-07
—,育ちすぎたタマ２～うちの飼い猫が世界最強になりました!?～ (カドコミ),,2026-07-07
—,堕天使そぷらのちゃんの復讐２ (カドコミ),,2026-07-07
—,全滅エンドを死に物狂いで回避した。パーティが病んだ。１ (カドコミ),,2026-07-07
—,今世で最後の恋をしよう【単行本版】（特典付き） (from RED),,2026-07-07
—,7.密会・交換留学・ビアンコミュニティ⁉: 【あなたじゃなきゃいけない】はどこにある？ アンサー【エッセイ漫画】,,2026-07-07
