順位,タイトル,巻数,発売日
230,落第賢者の学院無双 　～二度目の転生、Ｓランクチート魔術師冒険録～ 9巻 (デジタル版ガンガンコミックスＵＰ！),9,2026-07-07
388,処刑された賢者はリッチに転生して侵略戦争を始める 16巻 (デジタル版ガンガンコミックスＵＰ！),16,2026-07-07
407,育成スキルはもういらないと勇者パーティを解雇されたので、退職金がわりにもらった【領地】を強くしてみる 14巻 (デジタル版ガンガンコミックスＵＰ！),14,2026-07-07
460,そうだ、売国しよう～天才王子の赤字国家再生術～ 19巻 (デジタル版ガンガンコミックスＵＰ！),19,2026-07-07
468,第3王子はスローライフをご所望 (8) (バンブーコミックス 異世界BC),8,2026-07-07
494,逃がした魚は大きかったが釣りあげた魚が大きすぎた件（コミック） 11巻 (デジタル版ガンガンコミックスＵＰ！),11,2026-07-07
591,となりのフィギュア原型師　８巻 (まんがタイムコミックス),8,2026-07-07
750,有名VTuberの兄だけど、何故か俺が有名になっていた 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-07-07
875,ダンジョンに閉じ込められて25年。救出されたときには立派な不審者になっていた 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-07-07
1108,男が滅んだ世界 英雄戦士のハーレムワールド (4) (バンブーコミックス 異世界BC),4,2026-07-07
1567,ドゥーム 殺人警察官の断罪録 1巻【特典イラスト付き】 (ゼノンコミックス),1,2026-07-07
1616,アポカリプスホテルかりかり (バンブーコミックス),,2026-07-07
1863,やり込んだ恋愛ゲームの悪役に転生したので、原作知識でヒロインを攻略します 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-07-07
2805,天久鷹央の推理カルテ　スフィアの死天使（３） (アフタヌーンコミックス),3,2026-07-07
3574,阿闍梨蒼雲 霊幻怪異始末 (10) (HONKOWAコミックス),10,2026-07-07
5383,マリッジシンデレラ 拾われた花嫁は一途な副社長に溺愛される 5巻 (ゼノンコミックス),5,2026-07-07
5745,冒険者マッチングアプリで相性抜群だけど性格最悪な女とパーティー組んだ結果、エッチ相性が200%超えだったので最高のチームメイトになりました。 (1) (バンブーコミックス 異世界BC),1,2026-07-07
6437,捨てられた第四王女は母国には戻らない【特典ペーパー付き】 (2) (バンブーコミックス 異世界BC),2,2026-07-07
6672,見捨てられた最弱テイマー、封印されていた美少女ドラゴンと契約して最強に至る 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-07-07
6813,外れスキル【毒無効】を得て追放された転生者、たまたま死んでいたSSSランクの魔物の肉（猛毒）を食べたらチートスキルを手に入れてしまった 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-07-07
7436,君は誰よりうつくしい動物 -白井もも吉短編集- (ガンガンコミックスUP!),,2026-07-07
8607,漫画アクション 2026年7/21号［雑誌］,,2026-07-07
