順位,タイトル,巻数,発売日
2,みいちゃんと山田さん（７） (マガジンポケットコミックス),7,2026-09-09
3,異世界のんびり農家(17) (ドラゴンコミックスエイジ),17,2026-09-09
6,転生コロシアム　8　～最弱スキルで最強の女たちを攻略して奴隷ハーレム作ります～ 転生コロシアム ～最弱スキルで最強の女たちを攻略して奴隷ハーレム作ります～ (ドラゴンコミックスエイジ),8,2026-09-09
8,タワーダンジョン（７） (シリウスコミックス),7,2026-09-09
11,薫る花は凛と咲く（２４） (マガジンポケットコミックス),24,2026-09-09
17,黄金の経験値　５ (ドラゴンコミックスエイジ),5,2026-09-09
26,勇者パーティを追い出された器用貧乏　～パーティ事情で付与術士をやっていた剣士、万能へと至る～（２０） (シリウスコミックス),20,2026-09-09
32,聖者無双（１７） (シリウスコミックス),17,2026-09-09
44,いとこのこ 6【2色カラー特別版】 (ドラゴンコミックスエイジ),,2026-09-09
45,念願の悪役令嬢の身体を手に入れたぞ！（１１） (マガジンポケットコミックス),11,2026-09-09
48,時々ボソッとロシア語でデレる隣のアーリャさん（１０） (マガジンポケットコミックス),10,2026-09-09
52,ベアゲルター（８） (シリウスコミックス),8,2026-09-09
56,怪獣自衛隊　24巻 (バンチコミックス),24,2026-09-09
90,ギルティサークル（２２） (マガジンポケットコミックス),22,2026-09-09
100,ＷＩＮＤ　ＢＲＥＡＫＥＲ（２７） (マガジンポケットコミックス),27,2026-09-09
106,辺境の薬師、都でＳランク冒険者となる～英雄村の少年がチート薬で無自覚無双～（１４） (マガジンポケットコミックス),14,2026-09-09
109,異世界のんびり農家の日常　8 (ドラゴンコミックスエイジ),8,2026-09-09
126,実は俺、最強でした？（２１） (シリウスコミックス),21,2026-09-09
157,宮廷魔導師見習いを辞めて、魔法アイテム職人になります　8巻 (バンチコミックス),8,2026-09-09
219,脇役に転生したはずが、いつの間にか伝説の錬金術師になってた　～仲間たちが英雄でも俺は支援職なんだが～（７） (シリウスコミックス),7,2026-09-09
228,さわらないで小手指くん（１７） (週刊少年マガジンコミックス),17,2026-09-09
282,みいちゃんと山田さん(7)絵本付き特装版 (講談社キャラクターズA),7,2026-09-09
321,いとこのこ 6 イラスト集付き特装版【2色カラー特別版】 いとこのこ【特装版】 (ドラゴンコミックスエイジ),,2026-09-09
322,金色の文字使い25　―勇者四人に巻き込まれたユニークチート― 金色の文字使い　―勇者四人に巻き込まれたユニークチート― (ドラゴンコミックスエイジ),,2026-09-09
413,鬼人幻燈抄（コミック） ： 11 (アクションコミックス),11,2026-09-09
462,田舎の黒ギャルJKと結婚しました 4 (ドラゴンコミックスエイジ),4,2026-09-09
516,復讐が足りない（４） (コミックＤＡＹＳコミックス),4,2026-09-09
516,魔術ギルド総帥～生まれ変わって今更やり直す２度目の学院生活～（１４） (マガジンポケットコミックス),14,2026-09-09
582,かみあそび！～カードゲーマー少女の日常～（８） (コミックＤＡＹＳコミックス),8,2026-09-09
605,ウリッコ（４） (コミックＤＡＹＳコミックス),4,2026-09-09
666,村人ですが何か？(18) (ドラゴンコミックスエイジ),18,2026-09-09
674,ハプスブルク家の華麗なる受難（３） (マガジンポケットコミックス),3,2026-09-09
687,異世界グルメで成り上がり無双～山に追放されたので、のんびりキャンプを楽しんでいたらいつの間にか強くなっていて、王侯貴族や実力者たちが俺を放っておいてくれません。一方、俺を追放した貴族たちは破滅が始まる～（５） (マガジンポケットコミックス),5,2026-09-09
740,おやすみ　ふみさん（８） (マガジンポケットコミックス),8,2026-09-09
747,最後のレストラン Dante　5巻 (バンチコミックス),5,2026-09-09
789,悪役令嬢の四畳半（５） (星海社コミックス),5,2026-09-09
932,蜜を追う　2巻 (バンチコミックス),2,2026-09-09
987,俺堕ちスレイブヒーローコレクション 3 (ドラゴンコミックスエイジ),3,2026-09-09
1011,ハードワーカー中田（８） (マガジンポケットコミックス),8,2026-09-09
1060,戦隊タブー（９） (コミックＤＡＹＳコミックス),9,2026-09-09
1126,江戸前の旬 134 (漫画ゴラク),134,2026-09-09
1132,彼は友達（５） (モーニングコミックス),5,2026-09-09
1164,景虎君はもどれない　2巻【電子特典付き】 (バンチコミックス),2,2026-09-09
1224,農学博士の異世界無双～禁忌の知識で築くモンスター娘ハーレム～　5 (ドラゴンコミックスエイジ),5,2026-09-09
1225,転生コロシアム 2 ~最弱スキルで最強の女たちを攻略して奴隷ハーレム作ります~ わからせセレクション フルカラー版 (ドラゴンコミックスエイジ),,2026-09-09
1276,新宿解消録テンチョウ みいちゃんと山田さん外伝(1) (シリウスKCDX),1,2026-09-09
1396,シランド(3) (モーニングKC),3,2026-09-09
1406,騎士王の食卓（６） (シリウスコミックス),6,2026-09-09
1469,お母さん冒険者、ログインボーナスでスキル【主婦】に目覚めました。週一貰えるチラシで冒険者生活頑張ります！（４） (マガジンポケットコミックス),4,2026-09-09
1772,普通の本はありません!(3) (KCデラックス),3,2026-09-09
2345,邦人奪還 自衛隊特殊部隊が動くとき　4巻 (バンチコミックス),4,2026-09-09
2495,仲間を守って死んだら二十年後の同じ世界に生まれ変わった件……でも俺、転生二回目なんだけど?(1) (シリウスKC),1,2026-09-09
2641,邦人奪還 自衛隊特殊部隊が動くとき　3巻 (バンチコミックス),3,2026-09-09
2676,矢野くんの普通の日々（１３） (コミックＤＡＹＳコミックス),13,2026-09-09
2680,大人のあっぷあっぷでーと (一般書),,2026-09-09
2733,闇覚醒して主人公にボコされるかませ犬に憑依したが原作と違いすぎて戸惑ってる（１） (マガジンポケットコミックス),1,2026-09-09
2982,カラダからはじめる溺愛結婚　婚約破棄されたら極上スパダリに捕まりました４ (エタニティCOMICS),4,2026-09-09
3751,追放された底辺職「盗賊」はゲーム知識で無双する。一緒に召喚された先生も外れジョブだったけど効率的に成り上がります(2) (シリウスKC),2,2026-09-09
3853,殺し屋の営業術(1) (少年マガジンKC),1,2026-09-09
3946,勇者の元仲間夫婦は田舎でのんびり幸せに暮らす 1 (ドラゴンコミックスエイジ),1,2026-09-09
4064,八田未蘭と青春に上等！！（１） (マガジンポケットコミックス),1,2026-09-09
4518,シロナガス島への帰還(1) (KCデラックス),1,2026-09-09
4562,みだりに憑かせてはなりません 2 (ドラゴンコミックスエイジ),2,2026-09-09
4789,ハンドレッドノート-アグリーダック-(3) (KCデラックス),3,2026-09-09
4894,明けの女医と宵の魔女～僕と彼女のみだらなカルテ～（３） (シリウスコミックス),3,2026-09-09
5376,ゲーム開始前に死ぬモブ悪役皇子に転生した俺 ~推しヒロインの妹と幸せになるために最弱魔法【闇刃】を過剰な努力で極め抜いたら、最強のぶっ壊れ性能と化していた件~(1) (KCデラックス),1,2026-09-09
5499,まだ君を見上げてる（１） (コミックＤＡＹＳコミックス),1,2026-09-09
5965,酒蔵かもし婚　3巻 (バンチコミックスコラル),3,2026-09-09
5978,ラブソング(1) (少年マガジンKC),1,2026-09-09
6009,堕天使ちゃんはがんばれない(1) (シリウスKC),1,2026-09-09
6477,種生産 ~このスキルがチートだとまだ誰も気付いていない~(1) (KCデラックス),1,2026-09-09
7538,悪女ランキング 1 (ドラゴンコミックスエイジ),1,2026-09-09
7853,アルス・ゲーティア　～無能と呼ばれた少年は、７２の悪魔を使役して無双する～（４） (少年マガジンエッジコミックス),4,2026-09-09
8674,ダウナー女神は推しが強い 1 (ドラゴンコミックスエイジ),1,2026-09-09
8797,人としてつき合えたら（３） (コミックＤＡＹＳコミックス),3,2026-09-09
11488,不夜城転生 ~禁欲してた最強勇者ですが、精なるスキルで悦楽の都を無双します~ 2 (ドラゴンコミックスエイジ),2,2026-09-09
