順位,タイトル,巻数,発売日
39,魔術師クノンは見えている　８ (MFコミックス　アライブシリーズ),8,2026-06-23
182,俺だけレベルアップな件 25 (piccomics),25,2026-06-23
379,ダーウィン事変（１１） (アフタヌーンコミックス),11,2026-06-23
473,ふたりソロキャンプ（２４） (イブニングコミックス),24,2026-06-23
664,大正學生愛妻家（５） (コミックＤＡＹＳコミックス),5,2026-06-23
724,焼いてるふたり（２４） (モーニングコミックス),24,2026-06-23
862,夜鷹ふたたび（２） (モーニングコミックス),2,2026-06-23
902,二階堂地獄ゴルフ（１３） (モーニングコミックス),13,2026-06-23
1156,ひとりでしにたい（１２） (モーニングコミックス),12,2026-06-23
1345,もうひとつのピアノの森 整う音(3) (モーニングKC),3,2026-06-23
1809,陸上自衛隊特務諜報機関　別班の犬（１０） (イブニングコミックス),10,2026-06-23
1881,イクサガミ（７） (モーニングコミックス),7,2026-06-23
2089,見るからに怪しい二人 5 (MFコミックス　フラッパーシリーズ),5,2026-06-23
3512,大正學生愛妻家(5)小冊子付き特装版 (プレミアムKC),5,2026-06-23
5979,ナースの取扱説明書（トリセツ）（２） (シリウスコミックス),2,2026-06-23
12295,君になれたら　1 (MFコミックス　フラッパーシリーズ),1,2026-06-23
14788,絶対幸せになりますわ！ ワケあり令嬢は一途に溺愛される アンソロジーコミック (PRIMO),,2026-06-23
18104,SとX セラピスト霜鳥壱人の診察室(1) (モーニング KC),1,2026-06-23
20116,家臣に恵まれた転生貴族の幸せな日常 1 (MFC),1,2026-06-23
20532,書くなる我ら（３） (モーニングコミックス),3,2026-06-23
22214,つきかけ姉妹(2) (モーニングKC),2,2026-06-23
22232,ミライライフライ（３） (アフタヌーンコミックス),3,2026-06-23
22273,法の番人は守る世界を選べない（３） (モーニングコミックス),3,2026-06-23
23462,宙飛ぶバイオリン（４） (モーニングコミックス),4,2026-06-23
24702,スノードームタウン(2) (モーニングKC),2,2026-06-23
25416,木洩れ日のひと 6 (6) (女性自身COMICS),6,2026-06-23
28399,白い結婚から三年。旦那様、私と離縁してください(話売り)　#23 (ヤングチャンピオン・コミックス),,2026-06-23
28716,赤と白とロイヤルブルー ４－２ (二見コミックス),,2026-06-23
30286,ハメ頃ローティーン (TENMA COMICS LO),,2026-06-23
33097,ダストランド(話売り)　#11 (ヤングチャンピオン・コミックス),,2026-06-23
39302,売れ残りの奴隷エルフを拾ったので、娘にすることにした(話売り)　#27 (ヤングチャンピオン・コミックス),,2026-06-23
43104,思ってた感じにならなかった男の娘 (MFC),,2026-06-23
48167,５６００歳の不老不死インフルエンサーいわく。(話売り)　#42～#45 (ヤングチャンピオン・コミックス),,2026-06-23
52235,無能の花嫁は冷酷軍人に愛し尽くされる～帝都あやかし恋夜伽～ １ (プティルファンタジーコミックス),1,2026-06-23
237333,悪役令嬢の父親に転生したので、妻と娘を溺愛します(話売り)　#13 (ヤングチャンピオン・コミックス),,2026-06-23
—,令和のダラさん 8 (MFC),8,2026-06-23
—,召喚された賢者は異世界を往く　～最強なのは不要在庫のアイテムでした～　15 (MFC),15,2026-06-23
—,成長チートでなんでもできるようになったが、無職だけは辞められないようです　31 (MFC),31,2026-06-23
—,隠れ転生勇者 ～チートスキルと勇者ジョブを隠して第二の人生を楽しんでやる！～　４ (MFC),4,2026-06-23
—,おしえて！ ギャル子ちゃん 6,6,2026-06-23
—,デリヲの推しごと（３） (モーニング・ツーＷｅｂ),3,2026-06-23
—,転生勇者の三軒隣んちの俺 　3 (MFC),3,2026-06-23
—,新刊１００億冊ください（３） (モーニング・ツーＷｅｂ),3,2026-06-23
—,ダンジョンバンド　３ (MFC),3,2026-06-23
—,２１ＸＸ年　墾田永年私財法（３） (モーニング・ツーＷｅｂ),3,2026-06-23
—,マンガでわかる「未来の自分を救う」お金の作り方 会社員で無双するための節約・副業・投資術,,2026-06-23
—,片田舎のおっさん、剣聖になる～ただの田舎の剣術師範だったのに、大成した弟子たちが俺を放ってくれない件～(話売り)　#46 (ヤングチャンピオン・コミックス),,2026-06-23
